video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V000575,P0115,Other,Synthetic Product Video 115-5,https://example.com/videos/v000575,2026-07-29,32,356894,82059,14409,24573,87036,review,surprising_fact,,,False,automation,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 15,unknown
V000576,P0116,TikTok,Synthetic Product Video 116-1,https://example.com/videos/v000576,2026-07-30,7,467415,415955,6115,25873,84285,demo,surprising_fact,True,False,,design,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 16,en
V000577,P0116,TikTok,Synthetic Product Video 116-2,https://example.com/videos/v000577,2026-07-31,216,116932,,,,411840,tutorial,general_introduction,True,,,customer support,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,comparison | tools | discount,Creator 16,unknown
V000578,P0116,TikTok,Synthetic Product Video 116-3,https://example.com/videos/v000578,2026-08-01,238,953852,13504,25991,15428,,review,surprising_fact,,False,True,automation,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 16,en
V000579,P0116,Facebook,Synthetic Product Video 116-4,https://example.com/videos/v000579,2026-08-02,31,55821,14979,710,1823,485488,listicle,result_first,False,,False,durability,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 16,en
V000580,P0116,TikTok,Synthetic Product Video 116-5,https://example.com/videos/v000580,2026-08-03,55,459950,431471,12497,19711,171850,lifestyle,problem_solution,,True,False,ease of use,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 16,en
V000581,P0117,Other,Synthetic Product Video 117-1,https://example.com/videos/v000581,2026-08-04,192,787831,219448,28270,70007,72347,demo,discount_offer,True,True,True,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 17,en
V000582,P0117,YouTube,Synthetic Product Video 117-2,https://example.com/videos/v000582,2026-08-05,151,731638,,,,293452,lifestyle,question,False,,False,speed,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 17,unknown
V000583,P0117,TikTok,Synthetic Product Video 117-3,https://example.com/videos/v000583,2026-08-06,237,197534,46020,4051,16127,,lifestyle,problem_solution,,,True,customer support,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,comparison | tools | discount,Creator 17,en
V000584,P0117,Instagram,Synthetic Product Video 117-4,https://example.com/videos/v000584,2026-08-07,121,529531,518022,14559,47164,411017,listicle,problem_solution,,False,,price,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 17,unknown
V000585,P0117,Instagram,Synthetic Product Video 117-5,https://example.com/videos/v000585,2026-08-08,172,401974,148180,7081,8357,462726,demo,result_first,False,,,speed,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#career #automation #template,Creator 17,en
V000586,P0118,Facebook,Synthetic Product Video 118-1,https://example.com/videos/v000586,2026-08-09,137,112376,99359,3702,5524,349701,listicle,discount_offer,False,False,False,ease of use,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 18,en
V000587,P0118,Instagram,Synthetic Product Video 118-2,https://example.com/videos/v000587,2026-08-10,234,735769,,,,347520,testimonial,discount_offer,,,False,price,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 18,en
V000588,P0118,Other,Synthetic Product Video 118-3,https://example.com/videos/v000588,2026-08-11,39,502421,82523,408,4138,,unboxing,problem_solution,True,True,,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 18,en
V000589,P0118,Facebook,Synthetic Product Video 118-4,https://example.com/videos/v000589,2026-08-12,95,66110,56357,1423,5085,426789,listicle,general_introduction,True,True,False,durability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 18,en
V000590,P0118,TikTok,Synthetic Product Video 118-5,https://example.com/videos/v000590,2026-08-13,143,529722,182055,304,40225,44731,demo,problem_solution,False,,True,durability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 18,en
V000591,P0119,Instagram,Synthetic Product Video 119-1,https://example.com/videos/v000591,2026-08-14,240,666907,287668,31235,4521,428795,testimonial,result_first,False,True,,price,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 19,en
V000592,P0119,YouTube,Synthetic Product Video 119-2,https://example.com/videos/v000592,2026-08-15,45,980965,,,,152938,review,surprising_fact,False,False,True,portability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 19,en
V000593,P0119,TikTok,Synthetic Product Video 119-3,https://example.com/videos/v000593,2026-08-16,230,539282,535461,2029,27770,,lifestyle,problem_solution,True,,True,speed,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 19,unknown
V000594,P0119,YouTube,Synthetic Product Video 119-4,https://example.com/videos/v000594,2026-08-17,158,119240,47508,2642,7412,459247,unboxing,result_first,,False,True,design,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 19,en
V000595,P0119,TikTok,Synthetic Product Video 119-5,https://example.com/videos/v000595,2026-08-18,65,506926,304118,18353,17551,255506,unboxing,discount_offer,,,True,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 19,en
V000596,P0120,Instagram,Synthetic Product Video 120-1,https://example.com/videos/v000596,2026-08-19,178,584106,461994,102,15740,302566,unboxing,surprising_fact,True,True,False,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 20,en
V000597,P0120,TikTok,Synthetic Product Video 120-2,https://example.com/videos/v000597,2026-08-20,123,76226,,,,155769,testimonial,general_introduction,True,True,False,ease of use,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 20,unknown
V000598,P0120,TikTok,Synthetic Product Video 120-3,https://example.com/videos/v000598,2026-08-21,145,624428,347403,7257,49574,,tutorial,question,True,,,portability,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 20,en
V000599,P0120,TikTok,Synthetic Product Video 120-4,https://example.com/videos/v000599,2026-08-22,171,366984,200835,11793,31539,248525,tutorial,surprising_fact,True,,False,ease of use,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 20,unknown
V000600,P0120,Instagram,Synthetic Product Video 120-5,https://example.com/videos/v000600,2026-08-23,224,462536,403138,4402,2604,446751,demo,discount_offer,False,,True,speed,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 20,unknown
V000601,P0121,Instagram,Synthetic Product Video 121-1,https://example.com/videos/v000601,2026-08-24,138,996117,243998,11362,80634,195249,testimonial,general_introduction,True,,False,price,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,comparison | tools | discount,Creator 21,en
V000602,P0121,YouTube,Synthetic Product Video 121-2,https://example.com/videos/v000602,2026-08-25,184,865943,,,,270394,lifestyle,problem_solution,False,True,False,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 21,unknown
V000603,P0121,Other,Synthetic Product Video 121-3,https://example.com/videos/v000603,2026-08-26,196,576125,515481,13549,15449,,demo,general_introduction,False,True,True,customer support,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 21,en
V000604,P0121,Facebook,Synthetic Product Video 121-4,https://example.com/videos/v000604,2026-08-27,34,372512,183047,12793,30510,435571,listicle,result_first,True,,False,customer support,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 21,en
V000605,P0121,Facebook,Synthetic Product Video 121-5,https://example.com/videos/v000605,2026-08-28,160,885434,140159,10569,26408,437396,listicle,result_first,True,True,True,design,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 21,unknown
V000606,P0122,YouTube,Synthetic Product Video 122-1,https://example.com/videos/v000606,2026-08-29,85,2917,164,5,187,324182,review,result_first,False,False,True,ease of use,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 22,en
V000607,P0122,Facebook,Synthetic Product Video 122-2,https://example.com/videos/v000607,2026-08-30,27,920889,,,,362071,tutorial,general_introduction,True,True,,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 22,en
V000608,P0122,Facebook,Synthetic Product Video 122-3,https://example.com/videos/v000608,2026-08-31,117,920981,470994,12424,34394,,unboxing,question,,False,,portability,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 22,unknown
V000609,P0122,TikTok,Synthetic Product Video 122-4,https://example.com/videos/v000609,2026-09-01,192,544606,325230,19664,36789,235441,review,general_introduction,,,True,portability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 22,en
V000610,P0122,YouTube,Synthetic Product Video 122-5,https://example.com/videos/v000610,2026-09-02,39,752013,701833,29115,67976,404553,lifestyle,general_introduction,True,False,,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 22,en
V000611,P0123,Other,Synthetic Product Video 123-1,https://example.com/videos/v000611,2026-09-03,172,199051,10267,5548,11622,83265,review,question,,False,False,speed,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 23,en
V000612,P0123,YouTube,Synthetic Product Video 123-2,https://example.com/videos/v000612,2026-09-04,78,149657,,,,181698,listicle,discount_offer,True,True,True,design,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 23,en
V000613,P0123,Facebook,Synthetic Product Video 123-3,https://example.com/videos/v000613,2026-09-05,48,659241,18305,11292,5910,,comparison,general_introduction,False,False,,customer support,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 23,en
V000614,P0123,YouTube,Synthetic Product Video 123-4,https://example.com/videos/v000614,2026-09-06,171,966542,9914,34755,22159,59224,comparison,question,,,True,portability,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 23,en
V000615,P0123,TikTok,Synthetic Product Video 123-5,https://example.com/videos/v000615,2026-09-07,166,297816,230199,8364,27911,326597,tutorial,discount_offer,True,,True,durability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 23,unknown
V000616,P0124,Instagram,Synthetic Product Video 124-1,https://example.com/videos/v000616,2026-09-08,149,906902,602212,34986,45775,41832,tutorial,result_first,False,False,True,durability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 24,en
V000617,P0124,Facebook,Synthetic Product Video 124-2,https://example.com/videos/v000617,2026-09-09,24,559069,,,,229921,demo,result_first,True,,,durability,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 24,en
V000618,P0124,TikTok,Synthetic Product Video 124-3,https://example.com/videos/v000618,2026-09-10,116,608504,318257,18790,693,,tutorial,surprising_fact,True,False,True,customer support,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,comparison | tools | discount,Creator 24,en
V000619,P0124,Other,Synthetic Product Video 124-4,https://example.com/videos/v000619,2026-09-11,91,775844,396910,20370,72550,198265,listicle,surprising_fact,,,,price,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 24,en
V000620,P0124,Facebook,Synthetic Product Video 124-5,https://example.com/videos/v000620,2026-09-12,157,405869,27073,4921,4054,384303,unboxing,problem_solution,True,True,,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 24,en
V000621,P0125,Instagram,Synthetic Product Video 125-1,https://example.com/videos/v000621,2026-09-13,180,752782,143764,10664,61600,249444,tutorial,problem_solution,False,False,,automation,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 25,en
V000622,P0125,YouTube,Synthetic Product Video 125-2,https://example.com/videos/v000622,2026-09-14,47,411643,,,,118684,unboxing,general_introduction,,False,True,automation,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 25,unknown
V000623,P0125,Facebook,Synthetic Product Video 125-3,https://example.com/videos/v000623,2026-09-15,63,163332,39579,4516,3400,,tutorial,discount_offer,False,,False,portability,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 25,en
V000624,P0125,Facebook,Synthetic Product Video 125-4,https://example.com/videos/v000624,2026-09-16,83,598976,137318,499,43313,466523,lifestyle,result_first,True,True,,customer support,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 25,unknown
V000625,P0125,YouTube,Synthetic Product Video 125-5,https://example.com/videos/v000625,2026-09-17,62,460409,124764,2485,21456,237680,tutorial,question,False,,,speed,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 25,en
V000626,P0126,Other,Synthetic Product Video 126-1,https://example.com/videos/v000626,2026-09-18,142,20992,5147,111,1062,254505,comparison,surprising_fact,True,False,True,durability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 1,unknown
V000627,P0126,YouTube,Synthetic Product Video 126-2,https://example.com/videos/v000627,2026-09-19,150,244180,,,,111793,lifestyle,discount_offer,False,False,False,speed,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 1,en
V000628,P0126,Other,Synthetic Product Video 126-3,https://example.com/videos/v000628,2026-09-20,182,816392,748874,6520,19421,,review,problem_solution,,False,True,customer support,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 1,en
V000629,P0126,YouTube,Synthetic Product Video 126-4,https://example.com/videos/v000629,2026-09-21,184,227830,208299,10847,1152,470922,lifestyle,problem_solution,,False,,design,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 1,en
V000630,P0126,Facebook,Synthetic Product Video 126-5,https://example.com/videos/v000630,2026-09-22,135,160967,7050,3477,7066,308563,demo,general_introduction,True,True,True,speed,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 1,unknown
V000631,P0127,Facebook,Synthetic Product Video 127-1,https://example.com/videos/v000631,2026-09-23,24,428251,403610,13518,16364,15435,tutorial,problem_solution,True,,True,portability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 2,unknown
V000632,P0127,Other,Synthetic Product Video 127-2,https://example.com/videos/v000632,2026-09-24,91,138119,,,,367714,review,problem_solution,True,True,True,design,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 2,en
V000633,P0127,Facebook,Synthetic Product Video 127-3,https://example.com/videos/v000633,2026-09-25,161,918792,839442,43171,63678,,unboxing,surprising_fact,False,False,True,speed,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 2,en
V000634,P0127,YouTube,Synthetic Product Video 127-4,https://example.com/videos/v000634,2026-09-26,192,383779,35369,14290,5256,177785,unboxing,discount_offer,,True,False,customer support,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 2,unknown
V000635,P0127,Instagram,Synthetic Product Video 127-5,https://example.com/videos/v000635,2026-09-27,19,930200,477666,16406,14494,245061,demo,problem_solution,False,False,True,ease of use,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 2,unknown
V000636,P0128,YouTube,Synthetic Product Video 128-1,https://example.com/videos/v000636,2026-09-28,36,623191,6562,10425,48836,391831,comparison,surprising_fact,False,True,,design,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 3,en
V000637,P0128,Facebook,Synthetic Product Video 128-2,https://example.com/videos/v000637,2026-09-29,48,445623,,,,232422,unboxing,discount_offer,,True,True,automation,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 3,en
V000638,P0128,Facebook,Synthetic Product Video 128-3,https://example.com/videos/v000638,2026-09-30,14,626472,41681,3565,18578,,listicle,general_introduction,,False,True,design,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 3,en
V000639,P0128,YouTube,Synthetic Product Video 128-4,https://example.com/videos/v000639,2026-10-01,177,427039,382800,1359,30787,227866,listicle,discount_offer,True,,False,durability,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 3,en
V000640,P0128,Other,Synthetic Product Video 128-5,https://example.com/videos/v000640,2026-10-02,207,541403,440885,5230,21761,66094,lifestyle,question,False,False,True,customer support,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 3,en
V000641,P0129,YouTube,Synthetic Product Video 129-1,https://example.com/videos/v000641,2026-10-03,162,440487,409543,5343,42396,138591,tutorial,surprising_fact,True,False,,speed,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 4,en
V000642,P0129,Instagram,Synthetic Product Video 129-2,https://example.com/videos/v000642,2026-10-04,46,941650,,,,266760,demo,discount_offer,,True,True,automation,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 4,en
V000643,P0129,YouTube,Synthetic Product Video 129-3,https://example.com/videos/v000643,2026-10-05,109,230163,185008,2700,2174,,listicle,problem_solution,,,,speed,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 4,en
V000644,P0129,YouTube,Synthetic Product Video 129-4,https://example.com/videos/v000644,2026-10-06,65,408292,407505,11078,1127,371361,demo,discount_offer,,False,False,automation,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 4,en
V000645,P0129,Facebook,Synthetic Product Video 129-5,https://example.com/videos/v000645,2026-10-07,215,258798,103441,10015,9221,413370,demo,discount_offer,,,False,durability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 4,unknown
V000646,P0130,Other,Synthetic Product Video 130-1,https://example.com/videos/v000646,2026-10-08,17,971187,339742,26773,9225,312327,demo,question,False,True,True,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 5,unknown
V000647,P0130,Instagram,Synthetic Product Video 130-2,https://example.com/videos/v000647,2026-10-09,122,769717,,,,415914,review,discount_offer,,False,True,portability,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 5,en
V000648,P0130,Other,Synthetic Product Video 130-3,https://example.com/videos/v000648,2026-10-10,193,57133,11101,2048,483,,tutorial,surprising_fact,,False,,durability,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 5,en
V000649,P0130,Facebook,Synthetic Product Video 130-4,https://example.com/videos/v000649,2026-10-11,59,845120,810751,27506,16286,175562,unboxing,discount_offer,,True,True,ease of use,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 5,en
V000650,P0130,YouTube,Synthetic Product Video 130-5,https://example.com/videos/v000650,2026-10-12,82,764883,413624,32746,14703,466790,testimonial,result_first,,True,False,design,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 5,en
V000651,P0131,TikTok,Synthetic Product Video 131-1,https://example.com/videos/v000651,2026-10-13,236,763422,436566,7980,62350,139907,comparison,general_introduction,False,True,,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 6,unknown
V000652,P0131,TikTok,Synthetic Product Video 131-2,https://example.com/videos/v000652,2026-10-14,176,201125,,,,25621,demo,problem_solution,False,False,False,speed,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 6,unknown
V000653,P0131,YouTube,Synthetic Product Video 131-3,https://example.com/videos/v000653,2026-10-15,149,639682,63180,28243,46417,,tutorial,general_introduction,,,False,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 6,en
V000654,P0131,Instagram,Synthetic Product Video 131-4,https://example.com/videos/v000654,2026-10-16,234,781028,484802,1063,29873,197391,review,question,True,True,True,customer support,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 6,en
V000655,P0131,Facebook,Synthetic Product Video 131-5,https://example.com/videos/v000655,2026-10-17,192,938469,136880,32437,19936,204365,demo,result_first,False,False,True,automation,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#career #automation #template,Creator 6,en
V000656,P0132,Instagram,Synthetic Product Video 132-1,https://example.com/videos/v000656,2026-10-18,112,388543,256115,15054,13352,331074,tutorial,result_first,True,True,True,durability,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 7,en
V000657,P0132,TikTok,Synthetic Product Video 132-2,https://example.com/videos/v000657,2026-10-19,57,873393,,,,361354,unboxing,surprising_fact,False,,True,portability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 7,unknown
V000658,P0132,Facebook,Synthetic Product Video 132-3,https://example.com/videos/v000658,2026-10-20,182,947615,782308,1957,89552,,listicle,question,,True,,price,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 7,unknown
V000659,P0132,Instagram,Synthetic Product Video 132-4,https://example.com/videos/v000659,2026-10-21,239,259138,235351,11734,21113,131106,review,discount_offer,True,,,price,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 7,en
V000660,P0132,Other,Synthetic Product Video 132-5,https://example.com/videos/v000660,2026-10-22,117,736219,167215,2427,40157,391852,testimonial,result_first,True,False,False,ease of use,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 7,en
V000661,P0133,YouTube,Synthetic Product Video 133-1,https://example.com/videos/v000661,2026-10-23,133,493337,450878,22054,35942,226746,testimonial,question,,,True,price,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 8,en
V000662,P0133,Facebook,Synthetic Product Video 133-2,https://example.com/videos/v000662,2026-10-24,107,421332,,,,490228,comparison,question,False,False,False,design,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 8,en
V000663,P0133,Other,Synthetic Product Video 133-3,https://example.com/videos/v000663,2026-10-25,90,250630,202492,12495,2049,,demo,question,,False,,price,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 8,en
V000664,P0133,Instagram,Synthetic Product Video 133-4,https://example.com/videos/v000664,2026-10-26,61,281680,61178,11231,12809,400761,listicle,general_introduction,,False,,customer support,Honest review with pros and cons plus a link in bio.,I got better results after using the template and export options.,#career #automation #template,Creator 8,en
V000665,P0133,Instagram,Synthetic Product Video 133-5,https://example.com/videos/v000665,2026-10-27,78,645998,94648,12114,18182,313701,comparison,result_first,True,False,True,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 8,en
V000666,P0134,Other,Synthetic Product Video 134-1,https://example.com/videos/v000666,2026-10-28,238,584572,359745,11351,45239,245429,review,surprising_fact,False,False,False,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 9,en
V000667,P0134,Facebook,Synthetic Product Video 134-2,https://example.com/videos/v000667,2026-10-29,58,105125,,,,420582,unboxing,problem_solution,,True,,price,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 9,en
V000668,P0134,Facebook,Synthetic Product Video 134-3,https://example.com/videos/v000668,2026-10-30,78,708772,189799,23810,48783,,review,general_introduction,True,True,True,customer support,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 9,en
V000669,P0134,Facebook,Synthetic Product Video 134-4,https://example.com/videos/v000669,2026-10-31,116,249079,97125,4070,10361,51787,review,general_introduction,True,False,,design,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 9,unknown
V000670,P0134,TikTok,Synthetic Product Video 134-5,https://example.com/videos/v000670,2026-11-01,43,625760,323012,20422,61407,471257,comparison,surprising_fact,True,False,False,automation,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 9,en
V000671,P0135,Other,Synthetic Product Video 135-1,https://example.com/videos/v000671,2026-11-02,186,817565,600902,24158,77656,119360,listicle,result_first,False,,,customer support,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#career #automation #template,Creator 10,en
V000672,P0135,YouTube,Synthetic Product Video 135-2,https://example.com/videos/v000672,2026-11-03,28,179610,,,,106939,demo,result_first,False,False,True,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 10,en
V000673,P0135,YouTube,Synthetic Product Video 135-3,https://example.com/videos/v000673,2026-11-04,38,569231,219280,1526,29114,,listicle,general_introduction,False,True,False,ease of use,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 10,en
V000674,P0135,YouTube,Synthetic Product Video 135-4,https://example.com/videos/v000674,2026-11-05,128,318769,164876,5801,21060,174661,review,discount_offer,True,True,True,ease of use,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 10,unknown
V000675,P0135,Other,Synthetic Product Video 135-5,https://example.com/videos/v000675,2026-11-06,20,42821,7406,1997,2322,325710,review,discount_offer,False,,False,ease of use,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 10,en
